"","X","Symbol","Score","Filters","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","Study_counts"
"180",6678,"SESN3",17,"meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,2,1,7,2,2,2,7
"181",6709,"MS4A2",15,"gomez.vp gosch.vp obermoser1.vp obermoser4.vp dusek.vp rusch.vp larocca.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,2,1,5,2,2,2,7
"182",6714,"FEZ1",11,"meaburn2.vp obermoser2.vp obermoser4.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,1,1,5,1,1,1,7
"183",6717,"SIDT2",16,"gosch.vp meaburn1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,2,1,7,2,2,1,7
"184",6764,"PRSS23",15,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,4,1,6,1,1,1,7
"185",6854,"TMEM45B",19,"gomez.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,4,1,7,2,1,2,7
"186",6958,"BANK1",15,"gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,2,1,7,2,1,1,7
"187",6968,"BMP6",11,"gomez.vp gosch.vp obermoser2.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser3.rp rusch.rp",2,1,2,3,1,1,1,7
"188",6999,"JAZF1",18,"meaburn1.sd gomez.vp gosch.vp meaburn1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,3,2,7,2,1,1,7
"189",7001,"PID1",14,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp",1,1,1,8,1,1,1,7
"190",7094,"PTPRN2",22,"meaburn2.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,5,2,8,2,2,1,7
"191",7182,"MAP3K7CL",17,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,1,8,2,2,1,7
"192",7198,"PPP2R2B",18,"dusek.sd meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,3,1,8,3,1,1,7
"193",7220,"MS4A1",16,"gomez.sd gosch.vp meaburn2.vp obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,3,1,6,2,1,1,7
"194",7244,"NTAN1",20,"meaburn2.sd obermoser4.sd gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,3,2,9,2,2,1,7
"195",7250,"NRG1",20,"meaburn2.sd gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,4,1,8,2,1,2,7
"196",7347,"TSPAN33",20,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,4,2,7,2,1,2,7
"197",7365,"ALAS2",18,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,2,8,2,1,1,7
"198",7392,"FCER1G",14,"gomez.vp gosch.vp meaburn1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp dusek.rp rusch.rp larocca.rp",1,2,1,5,2,2,1,7
"199",7445,"ISL2",17,"gomez.vp meaburn1.vp obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,3,1,6,2,2,1,7
"200",7477,"TNFRSF13C",12,"gomez.vp gosch.vp meaburn2.vp obermoser2.vp dusek.vp gomez.rp gosch.rp meaburn2.rp obermoser2.rp dusek.rp rusch.rp larocca.rp",2,2,2,2,2,1,1,7
"201",7501,"PDE9A",18,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp",2,2,2,8,1,1,2,7
"202",7574,"CCR5",16,"meaburn1.sd meaburn2.sd gosch.vp meaburn2.vp obermoser1.vp obermoser3.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp",1,5,2,5,1,1,1,7
"203",7579,"FCRL3",18,"gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,3,2,8,2,1,1,7
"204",7652,"ASGR2",17,"gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp",1,3,2,8,1,1,1,7
"205",7712,"DHRS3",8,"gomez.vp gosch.vp meaburn2.vp rusch.vp meaburn2.rp obermoser1.rp dusek.rp larocca.rp",1,2,1,1,1,1,1,7
"206",7753,"TRIM58",16,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,2,6,2,1,2,7
"207",7864,"PROK2",15,"gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser4.rp rusch.rp larocca.rp",2,3,1,5,1,1,2,7
"208",7866,"FSTL1",15,"obermoser2.sd gomez.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp dusek.rp rusch.rp larocca.rp",2,3,1,4,2,2,1,7
"209",7869,"IGFBP7",15,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp larocca.vp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp dusek.rp rusch.rp",1,1,2,6,2,2,1,7
"210",7882,"EOMES",18,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,4,1,7,2,2,1,7
"211",7950,"CPA3",16,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,2,7,2,1,1,7
"212",7967,"CCR1",20,"meaburn2.sd rusch.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",1,5,1,8,2,2,1,7
"213",8089,"ERAP2",26,"gomez.sd gosch.sd meaburn1.sd meaburn2.sd rusch.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",3,6,3,8,2,3,1,7
"214",8093,"EBF1",18,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,4,1,7,2,1,1,7
"215",8116,"ANKRD55",18,"meaburn1.sd gosch.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,3,2,7,2,1,2,7
"216",8143,"CTSB",21,"obermoser4.sd gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",2,3,2,9,2,2,1,7
"217",8155,"GPR146",17,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp larocca.rp",2,1,2,7,2,1,2,7
"218",8206,"CYBB",15,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp meaburn1.rp obermoser1.rp obermoser2.rp dusek.rp rusch.rp",1,2,1,6,2,2,1,7
"219",8271,"PDZD8",16,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gosch.rp meaburn1.rp meaburn2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,3,2,5,2,1,2,7
"220",8394,"PPFIBP2",17,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp",1,4,1,7,1,2,1,7
"221",8419,"MCM7",13,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp larocca.vp meaburn1.rp obermoser1.rp obermoser3.rp dusek.rp",1,2,1,6,1,1,1,7
"222",8486,"EPB42",14,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp dusek.vp gomez.rp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,2,5,2,1,1,7
"223",8508,"SAMD14",17,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,1,1,8,2,2,2,7
"224",8626,"KRT1",18,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,2,7,2,2,1,7
"225",8690,"PNOC",12,"gomez.vp gosch.vp dusek.vp rusch.vp larocca.vp gomez.rp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp larocca.rp",2,1,1,3,2,1,2,7
"226",8700,"RNF187",16,"gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp",1,4,2,5,2,1,1,7
"227",8782,"GSTM4",20,"gomez.sd meaburn1.sd gomez.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp",3,4,1,8,1,2,1,7
"228",8794,"NSG1",18,"meaburn1.sd gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,2,1,8,2,2,2,7
"229",8879,"RNASE2",15,"gomez.vp gosch.vp obermoser2.vp obermoser3.vp obermoser4.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,1,7,1,1,1,7
"230",8884,"RNASE6",18,"dusek.sd gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,2,7,3,1,2,7
"231",8901,"CLIC3",14,"gomez.vp meaburn1.vp obermoser1.vp obermoser2.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp dusek.rp rusch.rp larocca.rp",2,2,1,4,2,2,1,7
"232",8994,"FAXDC2",18,"gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,2,7,2,2,1,7
"233",8997,"CMTM8",16,"gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,3,1,8,1,1,1,7
"234",9030,"KRT72",15,"gosch.vp meaburn2.vp obermoser2.vp obermoser4.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,3,1,6,1,1,2,7
"235",9045,"GTSF1",16,"gomez.vp meaburn1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp dusek.rp rusch.rp larocca.rp",2,3,1,5,2,2,1,7
"236",9099,"SIGLEC17P",18,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,2,8,1,2,1,7
"237",9155,"HOPX",17,"gomez.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,4,1,6,2,1,1,7
"238",9163,"BCL2L1",16,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp rusch.vp larocca.vp gomez.rp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,2,6,1,2,2,7
"239",9174,"ENC1",19,"rusch.sd gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,2,8,2,3,1,7
"240",9269,"CLEC12A",22,"obermoser2.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,4,2,9,2,1,2,7
"241",9270,"BPGM",20,"meaburn2.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,5,2,6,2,1,2,7
"242",9360,"HPSE",13,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp dusek.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp rusch.rp",2,2,1,5,1,1,1,7
"243",9362,"HSPA6",19,"meaburn2.sd meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,4,1,7,2,2,2,7
"244",9364,"LRRN3",16,"gomez.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,1,7,2,1,1,7
"245",9378,"ABLIM3",16,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,1,2,8,2,1,1,7
"246",9386,"SLC2A14",12,"gosch.vp meaburn1.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser3.rp dusek.rp rusch.rp larocca.rp",1,3,2,1,2,1,2,7
"247",9410,"PTPRM",15,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,3,2,3,2,1,2,7
"248",9446,"JUP",19,"meaburn1.sd gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,4,1,7,2,2,2,7
"249",9461,"HOXB2",19,"gomez.sd meaburn2.sd gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",2,4,1,8,2,1,1,7
"250",9471,"CEP19",18,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,4,1,8,2,1,1,7
"251",9532,"ZNF266",18,"obermoser4.sd gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",1,2,2,9,2,1,1,7
"252",9625,"MCTP1",19,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,4,1,7,2,1,2,7
"253",9687,"ZNF683",17,"gomez.vp gosch.vp obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,2,7,2,1,1,7
"254",9743,"LRRC37A",15,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser2.vp dusek.vp rusch.vp larocca.vp gosch.rp meaburn1.rp meaburn2.rp obermoser2.rp dusek.rp rusch.rp larocca.rp",1,4,2,2,2,2,2,7
"255",9754,"VSIG10",17,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,2,7,2,2,1,7
"256",9816,"CD19",17,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,2,7,1,2,1,7
"257",9829,"CD163",17,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp",1,2,2,8,1,2,1,7
"258",9939,"THBD",18,"meaburn2.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,5,2,4,2,1,2,7
"259",10002,"HLA-DQB1",25,"gomez.sd meaburn1.sd meaburn2.sd obermoser2.sd rusch.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",3,6,1,8,2,3,2,7
"260",10018,"CIITA",13,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser3.vp dusek.vp rusch.vp larocca.vp meaburn2.rp obermoser1.rp obermoser3.rp dusek.rp",1,3,1,4,2,1,1,7
"261",10026,"FCER1A",17,"gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,2,2,8,2,1,1,7
"262",10042,"PDXDC1",13,"gomez.vp gosch.vp meaburn1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp rusch.rp",1,3,1,5,1,1,1,7
"263",10089,"PAK2",14,"meaburn1.sd meaburn2.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp dusek.vp rusch.vp larocca.vp meaburn1.rp meaburn2.rp obermoser4.rp dusek.rp rusch.rp",1,6,1,1,2,2,1,7
"264",10110,"PCGF5",13,"gomez.vp gosch.vp meaburn1.vp obermoser3.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp dusek.rp rusch.rp larocca.rp",2,3,2,1,2,2,1,7
"265",10111,"PRF1",16,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,3,1,6,2,2,1,7
"266",10115,"S1PR5",16,"meaburn1.vp meaburn2.vp obermoser2.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,4,1,6,2,1,1,7
"267",10118,"CHST13",19,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,3,1,8,2,1,2,7
"268",10280,"MXRA7",20,"rusch.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,4,2,7,2,2,1,7
"269",10295,"TTC3",10,"gomez.vp gosch.vp meaburn1.vp obermoser2.vp dusek.vp larocca.vp meaburn2.rp obermoser1.rp dusek.rp rusch.rp",1,2,1,2,2,1,1,7
"270",10393,"CCR3",17,"gosch.vp meaburn1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,3,2,7,2,1,1,7
"271",10404,"NOG",18,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,2,8,2,1,1,7
