"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa01240","Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","29/1405","100/4607",0.665350504529635,0.999999783416722,0.871254872029468,"586/154807/6472/2990/2235/2643/212/26289/112724/51109/8836/4830/27235/3620/7389/27010/65220/2729/1719/50808/7390/129607/3145/8564/27430/8942/55163/249/9249",29
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","44/1405","151/4607",0.673472868260983,0.999999783416722,0.871254872029468,"5594/637/2788/2771/5530/2791/5578/3134/8450/200315/100913187/5058/3985/5534/3709/3133/3661/3135/6890/59345/6891/3107/920/6892/7465/684/5062/7099/54331/85363/5605/916/1432/578/7097/5829/915/7132/841/6500/5606/5293/356/919",44
"hsa04660","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","28/1405","97/4607",0.674644997106263,0.999999783416722,0.871254872029468,"5594/5530/868/1326/9402/5526/5058/5534/5525/959/920/5777/2885/5062/387/5605/84433/916/1432/5521/915/940/1493/926/925/3932/5293/919",28
"hsa04910","Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","29/1405","101/4607",0.688819347993239,0.999999783416722,0.871254872029468,"5106/2308/8660/5594/79660/5836/868/3099/5792/2203/5834/10211/2885/3098/8651/5564/8569/5605/2889/2194/5575/92579/9021/5562/9470/3101/2319/5500/5293",29
"hsa04928","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","19/1405","67/4607",0.692752110948464,0.999999783416722,0.871254872029468,"4040/5594/115/9586/860/2771/9935/5578/3727/3709/64386/2625/4666/6667/387/4205/2768/27347/4208",19
"hsa01250","Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","8/1405","29/4607",0.699762504514134,0.999999783416722,0.871254872029468,"91373/3099/55907/3098/2584/3101/55577/6675",8
"hsa00140","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","3/1405","11/4607",0.700159480430879,0.999999783416722,0.871254872029468,"8644/51144/1545",3
"hsa00450","Metabolism","Metabolism of other amino acids","hsa00450","Selenocompound metabolism","3/1405","11/4607",0.700159480430879,0.999999783416722,0.871254872029468,"10587/9061/9060",3
"hsa04014","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","35/1405","122/4607",0.70206917142883,0.999999783416722,0.871254872029468,"10928/2322/5155/5594/7074/2788/22800/5868/3480/80310/4303/2791/5578/7039/5900/5058/9610/2323/59345/1942/2885/5863/5062/54331/387/5605/11186/1436/8605/56034/115727/25780/8844/5293/356",35
"hsa04261","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","22/1405","78/4607",0.71100632099154,0.999999783416722,0.871254872029468,"93589/5594/115/9252/9586/2771/5578/483/482/5526/146850/5525/5294/1432/488/4635/5521/7171/55799/481/5500/493",22
"hsa04371","Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","24/1405","85/4607",0.714168635438703,0.999999783416722,0.871254872029468,"5594/115/2788/22800/2771/5581/5289/2791/146850/3709/59345/6696/54331/5564/5605/4205/5294/59/81631/4635/5562/6261/10365/4208",24
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","13/1405","47/4607",0.715505748959202,0.999999783416722,0.871254872029468,"5594/5728/2309/51176/2885/3611/1495/5605/4609/578/6932/1499/5293",13
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","11/1405","40/4607",0.715754934548898,0.999999783416722,0.871254872029468,"5155/5594/5728/3480/80310/1870/1871/5605/578/56034/5293",11
"hsa00512","Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","4/1405","15/4607",0.717805279793233,0.999999783416722,0.871254872029468,"11226/6483/10610/6482",4
"hsa04980",NA,NA,"hsa04980","Cobalamin transport and metabolism","4/1405","15/4607",0.717805279793233,0.999999783416722,0.871254872029468,"6948/51293/5052/6947",4
"hsa04923","Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","7/1405","26/4607",0.722825129712962,0.999999783416722,0.871254872029468,"8660/115/2771/57104/5743/11343/5293",7
"hsa04920","Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","14/1405","51/4607",0.730852501579081,0.999999783416722,0.871254872029468,"5106/8660/10645/51703/1374/5564/2180/92579/9021/7132/5562/6794/51094/6513",14
"hsa05110","Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","10/1405","37/4607",0.733926765541396,0.999999783416722,0.871254872029468,"71/115/23480/5578/11014/10952/155066/533/6558/9601",10
"hsa04140","Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","40/1405","141/4607",0.740083802416548,0.999999783416722,0.871254872029468,"8660/5594/8897/55578/5728/1612/22800/1508/9342/3480/5289/55062/9706/1514/11345/10645/10241/58476/55014/23604/3920/5605/285973/64419/7314/6233/23001/81631/58528/26100/7316/9451/4077/5580/5562/6794/55255/81671/5293/51100",40
"hsa05211","Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","15/1405","55/4607",0.744977488759692,0.999999783416722,0.871254872029468,"5155/5594/2034/7039/5058/54583/7030/2033/2885/5062/5605/2889/2271/6513/5293",15
"hsa03050","Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","11/1405","41/4607",0.748598993911631,0.999999783416722,0.871254872029468,"5721/9491/5690/5698/5701/5696/5699/5719/23198/5715/5686",11
"hsa00340","Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","3/1405","12/4607",0.759258054655738,0.999999783416722,0.871254872029468,"55748/26/221",3
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","59/1405","207/4607",0.761290028455633,0.999999783416722,0.871254872029468,"2308/10379/5594/4599/4600/3911/5728/9586/3678/898/9519/3134/5526/890/3915/3133/3661/5525/3135/8321/3107/2033/2885/6696/5934/3516/7450/1298/155066/5315/3955/3674/533/5605/3688/5663/23462/3693/5610/7057/5743/57801/9636/3676/578/5521/5829/6773/7132/8638/4853/841/3691/6772/6932/1499/5293/356/3655",59
"hsa04726","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","12/1405","45/4607",0.762016463568526,0.999999783416722,0.871254872029468,"5594/2788/2771/2791/5578/3709/59345/246/54331/239/5743/8605",12
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","21/1405","77/4607",0.769486158568126,0.999999783416722,0.871254872029468,"4040/5594/5728/23401/3480/28514/1870/8321/51176/2885/1871/6667/5605/23462/4609/578/8648/4853/6932/1499/5293",21
"hsa04015","Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","31/1405","112/4607",0.77460959335264,0.999999783416722,0.871254872029468,"71/5155/5594/115/3689/7074/6714/2771/3480/80310/5578/8631/5900/3684/1942/25865/387/3674/5605/3688/2889/7057/1436/1432/2357/56034/25780/5606/5909/1499/5293",31
"hsa01212","Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","11/1405","42/4607",0.778776007802819,0.999999783416722,0.871254872029468,"10449/1892/51703/3992/1374/5538/2194/2180/3295/51144/51",11
"hsa01522","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","18/1405","67/4607",0.7814541221287,0.999999783416722,0.871254872029468,"5594/115/6714/4318/3480/1031/28514/1870/2885/1871/6667/5605/1432/10498/4853/9611/5469/5293",18
"hsa04914","Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","16/1405","60/4607",0.783078821393712,0.999999783416722,0.871254872029468,"5594/115/8881/2771/4085/3480/119504/890/51433/6197/3835/80315/1432/3326/6196/5293",16
"hsa05225","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","30/1405","109/4607",0.783089647374586,0.999999783416722,0.871254872029468,"71/4040/5594/5728/10587/3162/4257/23401/3480/5578/7039/1870/4259/8321/51176/4258/2885/1871/6595/5605/4609/578/6932/7048/1499/5293/2948/2944/2947/2946",30
"hsa04215","Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","6/1405","24/4607",0.787387213011823,0.999999783416722,0.871254872029468,"637/666/332/578/7132/841",6
"hsa04270","Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","17/1405","64/4607",0.793705478698657,0.999999783416722,0.871254872029468,"5594/115/10398/5581/5578/5739/133/3709/94274/387/5605/59/8605/5580/2768/5500/4660",17
"hsa01521","Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","15/1405","57/4607",0.796384461721515,0.999999783416722,0.871254872029468,"5155/5594/5728/6714/3480/80310/2309/5578/7039/2885/5605/3084/56034/9470/5293",15
"hsa00514","Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","7/1405","28/4607",0.796968074227171,0.999999783416722,0.871254872029468,"11226/56983/10585/23127/6487/3955/2683",7
"hsa04211","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","16/1405","61/4607",0.806267308225614,0.999999783416722,0.871254872029468,"2308/8660/115/9586/847/3480/2309/10645/23411/5564/6648/5562/9470/6794/51094/5293",16
"hsa04530","Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","27/1405","100/4607",0.809088405842741,0.999999783416722,0.871254872029468,"71/2017/7074/10398/6714/5111/861/5581/9080/7122/23327/87/387/5564/3688/909/911/10093/10095/83700/5521/5562/6794/10092/7846/10097/912",27
"hsa04721","Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","9/1405","36/4607",0.814944862518501,0.999999783416722,0.871254872029468,"155066/533/1211/8775/1173/1175/6539/1212/6512",9
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","17/1405","65/4607",0.815505973720081,0.999999783416722,0.871254872029468,"3911/5728/898/1870/3915/1030/1871/3674/3688/4609/4149/5743/578/1163/2272/5293/3655",17
"hsa05231","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","17/1405","65/4607",0.815505973720081,0.999999783416722,0.871254872029468,"5155/5594/80310/5578/1608/5900/56994/2885/1606/1609/6667/5605/8605/56034/6583/5293/10163",17
"hsa00020","Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","6/1405","25/4607",0.821466294363748,0.999999783416722,0.871254872029468,"5106/48/3418/4190/4191/2271",6
"hsa05217","Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","6/1405","25/4607",0.821466294363748,0.999999783416722,0.871254872029468,"8321/51176/5727/578/6932/1499",6
"hsa05020","Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","48/1405","174/4607",0.824561285158952,0.999999783416722,0.871254872029468,"4689/4731/5594/1329/81027/84617/9586/29796/5621/5530/5690/6352/3553/10105/3800/3915/4712/5534/3709/3304/54539/203068/5701/7280/1536/1337/4722/4718/4723/653361/3310/4725/9377/5719/1340/1432/55967/9451/5580/6261/5715/7416/7846/5686/712/713/5293/7388",48
"hsa04130","Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","7/1405","29/4607",0.827897119135864,0.999999783416722,0.871254872029468,"9342/10490/55014/8773/8676/51272/9341",7
"hsa04924","Organismal Systems","Endocrine system","hsa04924","Renin secretion","7/1405","29/4607",0.827897119135864,0.999999783416722,0.871254872029468,"5732/1508/2771/5530/5534/3709/3759",7
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","14/1405","55/4607",0.832318665524546,0.999999783416722,0.871254872029468,"5155/5594/5728/3480/5578/7039/1870/57118/8536/2885/1871/5605/578/5293",14
"hsa04110","Cellular Processes","Cell growth and death","hsa04110","Cell cycle","34/1405","126/4607",0.832946183712075,0.999999783416722,0.871254872029468,"7533/7027/8881/4174/1875/5111/1028/4085/1031/898/5526/119504/890/1870/51433/7532/5525/1874/2033/7029/7465/5934/1030/4173/5591/1871/9232/8555/23383/4609/4172/4176/1663/6500",34
"hsa04114","Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","22/1405","84/4607",0.837590232195339,0.999999783416722,0.871254872029468,"7533/5594/115/8881/4085/5530/3480/898/5526/119504/51433/5534/3709/7532/5525/6197/9232/80315/1432/6196/6500/5500",22
"hsa05226","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","20/1405","77/4607",0.839955307325622,0.999999783416722,0.871254872029468,"4040/5594/23401/898/1870/8321/5243/51176/2885/1030/1871/1495/5605/4609/578/3728/6932/7048/1499/5293",20
"hsa04720","Organismal Systems","Nervous system","hsa04720","Long-term potentiation","10/1405","41/4607",0.847371929701714,0.999999783416722,0.871254872029468,"5594/5530/5578/5534/3709/6197/2033/5605/6196/5500",10
"hsa00061","Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","3/1405","14/4607",0.849004529386817,0.999999783416722,0.871254872029468,"51703/2194/2180",3
"hsa04390","Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","19/1405","74/4607",0.850151573958594,0.999999783416722,0.871254872029468,"71/7533/654/3689/4092/7532/8321/51176/332/1495/4609/11186/5521/659/1453/6932/7048/1499/5500",19
"hsa04725","Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","14/1405","56/4607",0.852535819870892,0.999999783416722,0.871254872029468,"5594/115/2788/9586/2771/2791/5578/146850/3709/59345/3759/54331/5294/5293",14
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","38/1405","142/4607",0.859270870126357,0.999999783416722,0.871254872029468,"10379/7533/5594/4067/9586/6850/6714/3665/898/9519/3134/890/2966/728340/7532/3133/28973/5902/3661/3135/87/3107/2033/2885/5934/3516/1030/2934/5315/4055/387/1232/5610/7874/578/5829/841/5293",38
"hsa03030","Genetic Information Processing","Replication and repair","hsa03030","DNA replication","8/1405","34/4607",0.859404601631445,0.999999783416722,0.871254872029468,"4174/5111/6117/4173/6118/5984/4172/4176",8
"hsa04915","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","19/1405","75/4607",0.866529311670982,0.999999783416722,0.871254872029468,"5594/115/9586/6714/4318/2771/10499/25984/7039/3709/3304/2885/3310/6667/5605/3326/8648/5580/5293",19
"hsa04932","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","29/1405","111/4607",0.868781415262117,0.999999783416722,0.871254872029468,"8660/4731/637/1329/29796/3553/4712/7494/54539/1337/4722/4718/4723/5564/4725/9377/1340/1432/55967/9021/9451/1050/7132/5562/841/51094/5293/356/7388",29
"hsa04146","Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","14/1405","57/4607",0.870817657407898,0.999999783416722,0.871254872029468,"847/25824/5190/51703/1384/3418/2053/5052/6648/8540/2180/3295/55711/51",14
"hsa00190","Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","20/1405","79/4607",0.872308318516974,0.999999783416722,0.871254872029468,"4731/1329/27068/29796/64077/5464/4712/54539/1337/4722/4718/10063/155066/4723/533/4725/9377/1340/55967/7388",20
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","32/1405","122/4607",0.873174413563789,0.999999783416722,0.871254872029468,"5594/637/9586/6714/4318/3665/5111/57506/5578/898/890/1870/6416/3661/2033/2885/332/7099/1871/5605/4609/1432/7097/6773/841/64135/6772/5606/7048/5293/356/6775",32
"hsa04926","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","18/1405","72/4607",0.876267813611378,0.999999783416722,0.871254872029468,"5594/115/2788/9586/6714/4318/2771/2791/5578/6416/59345/2885/54331/5605/59/1432/7048/5293",18
"hsa00513","Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","7/1405","31/4607",0.878504201448076,0.999999783416722,0.871254872029468,"11282/746/1650/6487/2683/3074/57134",7
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","29/1405","112/4607",0.881214236266021,0.999999783416722,0.871254872029468,"71/3563/5594/637/1508/1439/8743/1514/3709/5551/1512/8795/1521/332/3002/4001/5605/142/1513/1520/578/9451/7132/841/7846/824/5293/356/4000",29
"hsa04911","Organismal Systems","Endocrine system","hsa04911","Insulin secretion","8/1405","35/4607",0.881217897823145,0.999999783416722,0.871254872029468,"115/9586/5578/483/482/3783/481/6513",8
"hsa00770","Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","3/1405","15/4607",0.881804341785213,0.999999783416722,0.871254872029468,"586/8876/8875",3
"hsa05415","Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","32/1405","123/4607",0.884803217993623,0.999999783416722,0.871254872029468,"4689/4731/5728/1329/4318/29796/5578/10105/4712/54539/1536/1337/4722/4718/4723/653361/6667/2597/4725/9377/142/1340/1432/55967/488/5580/7416/7048/5500/6513/5293/7388",32
"hsa04917","Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","10/1405","43/4607",0.887753484217458,0.999999783416722,0.871254872029468,"5594/6714/2309/2885/8651/5605/1432/9021/6772/5293",10
"hsa04935","Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","18/1405","73/4607",0.890657585015066,0.999999783416722,0.871254872029468,"8660/5594/115/9586/2771/5578/6416/3709/2033/2885/3486/8651/5605/1432/9021/6772/5606/5293",18
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","19/1405","77/4607",0.895094251656201,0.999999783416722,0.871254872029468,"4067/115650/6850/6351/3553/8740/10913/4049/958/695/959/2919/7099/4055/142/84433/5743/7132/3932",19
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","22/1405","88/4607",0.895704168403455,0.999999783416722,0.871254872029468,"5594/9252/9586/4318/6352/1326/3553/4049/6416/79651/3627/2919/6374/64127/5743/1432/9021/7132/192111/841/5606/5293",22
"hsa03440","Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","6/1405","28/4607",0.898200452094867,0.999999783416722,0.871254872029468,"29086/6117/4683/6118/10111/5889",6
"hsa04136","Cellular Processes","Transport and catabolism","hsa04136","Autophagy - other","6/1405","28/4607",0.898200452094867,0.999999783416722,0.871254872029468,"5289/55062/9706/11345/285973/26100",6
"hsa05032","Human Diseases","Substance dependence","hsa05032","Morphine addiction","7/1405","32/4607",0.898757566631443,0.999999783416722,0.871254872029468,"115/2788/2771/2791/5578/59345/54331",7
"hsa03430","Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","4/1405","20/4607",0.901779174165799,0.999999783416722,0.871254872029468,"5111/6117/6118/5984",4
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","10/1405","44/4607",0.904390226601979,0.999999783416722,0.871254872029468,"3665/57506/57169/3661/3627/79132/9636/1432/841/64135",10
"hsa04966","Organismal Systems","Excretory system","hsa04966","Collecting duct acid secretion","3/1405","16/4607",0.908095400202247,0.999999783416722,0.871254872029468,"760/155066/6521",3
"hsa03010","Genetic Information Processing","Translation","hsa03010","Ribosome","31/1405","122/4607",0.911133065578203,0.999999783416722,0.871254872029468,"6130/6122/6227/6210/6150/11224/6156/6206/6144/6188/6217/29074/6181/6133/6224/6209/23521/51021/6124/6161/10573/6157/6169/6231/6233/6223/6128/6193/6165/6175/6228",31
"hsa05022","Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","79/1405","292/4607",0.918242818204288,0.999999783416722,0.871254872029468,"4040/4731/5594/7327/637/1329/81027/84617/847/29796/5868/5621/23401/5530/5690/5289/5578/3553/55062/9706/2882/10105/3800/4712/5534/3709/7494/8321/54539/203068/5701/65018/7280/1536/1337/4722/9246/4718/9927/6622/3092/4723/5605/5663/7326/4725/120892/9377/7314/5743/5719/1340/6233/22926/1432/55967/81631/488/26100/578/7316/9451/7132/6261/8851/2878/2876/55255/841/5715/7416/7846/5686/5606/1499/824/356/11315/7388",79
"hsa00350","Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","2/1405","12/4607",0.920656555724855,0.999999783416722,0.871254872029468,"81889/221",2
"hsa00534","Metabolism","Glycan biosynthesis and metabolism","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","2/1405","12/4607",0.920656555724855,0.999999783416722,0.871254872029468,"64131/126792",2
"hsa01210","Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","4/1405","21/4607",0.92207852350587,0.999999783416722,0.871254872029468,"586/48/3418/55526",4
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","13/1405","57/4607",0.92456443301569,0.999999783416722,0.871254872029468,"5594/115/6714/5578/6416/3709/2885/5605/1432/8605/4216/5580/5606",13
"hsa05223","Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","13/1405","57/4607",0.92456443301569,0.999999783416722,0.871254872029468,"5594/2309/5578/7039/1870/3800/2885/1871/5605/11186/578/2272/5293",13
"hsa05010","Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","64/1405","241/4607",0.926025938206513,0.999999783416722,0.871254872029468,"4040/8660/4731/25825/5594/83464/637/1329/81027/84617/29796/23401/5530/102/5690/5289/3553/55062/9706/10105/3800/4712/5534/3709/7494/8321/54539/203068/5701/7280/1536/1337/4722/29985/4718/6622/4723/4311/2597/5605/5663/4725/9377/5610/5743/5719/1340/22926/55967/488/26100/9451/7132/8851/841/5715/7416/7846/57142/5686/1499/824/5293/7388",64
"hsa04740","Organismal Systems","Sensory system","hsa04740","Olfactory transduction","3/1405","17/4607",0.928966591736472,0.999999783416722,0.871254872029468,"2788/83988/123041",3
"hsa05120","Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","11/1405","50/4607",0.932581154212208,0.999999783416722,0.871254872029468,"4067/6714/102/6352/5058/6416/2919/155066/533/1432/83700",11
"hsa05012","Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","45/1405","175/4607",0.933005181744448,0.999999783416722,0.871254872029468,"4731/7327/1329/81027/84617/29796/2771/5690/10105/3800/4712/3709/7494/54539/203068/5701/65018/7280/1337/4722/29985/9246/4718/9927/6622/4723/7326/4725/120892/9377/7295/7314/5719/1340/6233/22926/55967/7316/9451/5715/7416/7846/5686/11315/7388",45
"hsa03420","Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","12/1405","54/4607",0.933879731870707,0.999999783416722,0.871254872029468,"5111/6117/8450/2966/728340/57654/5436/404672/6118/5984/5439/548644",12
"hsa03020","Genetic Information Processing","Transcription","hsa03020","RNA polymerase","5/1405","26/4607",0.934331917574176,0.999999783416722,0.871254872029468,"51082/5436/51728/5439/548644",5
"hsa03060","Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","5/1405","26/4607",0.934331917574176,0.999999783416722,0.871254872029468,"5018/23480/10952/58477/28972",5
"hsa00563","Metabolism","Glycan biosynthesis and metabolism","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","4/1405","22/4607",0.93852619008302,0.999999783416722,0.871254872029468,"65258/9488/54965/5279",4
"hsa04550","Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","15/1405","66/4607",0.938566511592722,0.999999783416722,0.871254872029468,"5594/3720/9314/3480/3399/7994/8321/2885/5605/4609/1432/659/6932/1499/5293",15
"hsa04977","Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","2/1405","13/4607",0.941041718071778,0.999999783416722,0.871254872029468,"6948/151056",2
"hsa04310","Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","21/1405","89/4607",0.941613362486656,0.999999783416722,0.871254872029468,"4040/7088/23401/5530/5176/5578/5534/23411/8321/51176/2033/7090/387/5663/4609/1488/59352/7089/6500/6932/1499",21
"hsa04071","Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","22/1405","93/4607",0.94361536105369,0.999999783416722,0.871254872029468,"5594/637/5728/2771/5581/5578/427/5526/5525/2207/9517/387/5605/53637/1432/5521/2768/7132/2206/140/5293/8560",22
"hsa00071","Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","6/1405","31/4607",0.94475109142598,0.999999783416722,0.871254872029468,"10449/1892/51703/1374/2180/51",6
"hsa04927","Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","6/1405","31/4607",0.94475109142598,0.999999783416722,0.871254872029468,"8911/115/9586/3709/6667/8912",6
"hsa04934","Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","19/1405","82/4607",0.945451462760019,0.999999783416722,0.871254872029468,"8911/5594/115/9586/2771/1031/898/1870/3709/8321/51176/1030/1871/6667/5605/8912/2271/6932/1499",19
"hsa05017","Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","23/1405","97/4607",0.945567206063255,0.999999783416722,0.871254872029468,"6095/5690/5289/5578/115209/9519/55062/9706/10105/3709/7494/5701/3516/6667/5719/488/26100/6261/5715/7416/5686/5293/9698",23
"hsa03083","Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","16/1405","71/4607",0.948434233721814,0.999999783416722,0.871254872029468,"23466/221937/7027/3720/23429/1911/11335/2033/5252/171023/5928/2145/26053/4149/7874/6500",16
"hsa04024","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","22/1405","94/4607",0.950527587933636,0.999999783416722,0.871254872029468,"5594/115/5732/7074/9586/10398/22800/2771/483/482/5058/2033/2867/387/5605/5727/488/51/481/5500/5293/493",22
"hsa05016","Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","49/1405","193/4607",0.952882041016961,0.999999783416722,0.871254872029468,"4731/1329/81027/84617/9586/29796/5690/5289/9519/55062/9706/2882/10105/3800/4712/54539/203068/5701/5436/7280/2033/1337/4722/7052/4718/3092/4723/6667/1211/5439/4725/9377/6648/5719/1340/55967/548644/1173/26100/1175/1212/2878/2876/841/5715/7416/7846/5686/7388",49
"hsa04012","Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","13/1405","60/4607",0.952985656310167,0.999999783416722,0.871254872029468,"5594/6714/868/5578/7039/5058/6416/2885/5062/5605/4609/3084/5293",13
"hsa04962","Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","6/1405","32/4607",0.955364981763181,0.999999783416722,0.871254872029468,"115/9586/5868/8766/9230/8655",6
"hsa05031","Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","6/1405","32/4607",0.955364981763181,0.999999783416722,0.871254872029468,"9586/5530/5578/5534/23411/5500",6
"hsa05030","Human Diseases","Substance dependence","hsa05030","Cocaine addiction","3/1405","19/4607",0.958231490934321,0.999999783416722,0.871254872029468,"9586/2771/8851",3
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","12/1405","57/4607",0.959764562644824,0.999999783416722,0.871254872029468,"637/5728/898/55240/8795/3486/25946/6241/7057/4194/841/9540",12
"hsa04814","Cellular Processes","Cell motility","hsa04814","Motor proteins","21/1405","92/4607",0.961069281696658,0.999999783416722,0.871254872029468,"71/23303/81027/84617/10398/64005/3800/203068/7280/8655/55605/11004/3835/84376/59/4635/830/7171/3796/7846/23095",21
"hsa04120","Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","29/1405","122/4607",0.961170978698899,0.999999783416722,0.871254872029468,"7327/9063/8925/5371/23295/8881/8924/11065/868/23327/8450/119504/51433/27338/63893/997/9246/140739/8651/7326/7314/6233/10055/9021/7316/7320/6500/7325/26232",29
