"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05120","Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","2/520","50/4608",0.981947650648106,0.999992071608921,0.999992071608921,"51382/28964",2
"hsa03030","Genetic Information Processing","Replication and repair","hsa03030","DNA replication","1/520","34/4608",0.983204777709177,0.999992071608921,0.999992071608921,"5983",1
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","6/520","106/4608",0.984951056369238,0.999992071608921,0.999992071608921,"2353/596/3454/54205/1021/8667",6
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","1/520","35/4608",0.985114160217097,0.999992071608921,0.999992071608921,"718",1
"hsa04070","Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","3/520","67/4608",0.985647000281878,0.999992071608921,0.999992071608921,"8867/22876/805",3
"hsa05150","Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","1/520","37/4608",0.988307376716578,0.999992071608921,0.999992071608921,"718",1
"hsa05016","Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","13/520","193/4608",0.988850573625511,0.999992071608921,0.999992071608921,"10671/5440/163/7381/54205/1349/55081/10383/7385/3831/374291/4709/6391",13
"hsa05323","Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","2/520","55/4608",0.989287429102595,0.999992071608921,0.999992071608921,"2353/51382",2
"hsa04613","Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","4/520","89/4608",0.993111514703884,0.999992071608921,0.999992071608921,"55869/5595/60/718",4
"hsa04213","Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","1/520","42/4608",0.993609350149641,0.999992071608921,0.999992071608921,"5567",1
"hsa05321","Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","1/520","42/4608",0.993609350149641,0.999992071608921,0.999992071608921,"4087",1
"hsa04612","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","2/520","62/4608",0.994900298430807,0.999992071608921,0.999992071608921,"567/3805",2
"hsa04936","Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","4/520","93/4608",0.995220145514224,0.999992071608921,0.999992071608921,"6934/6319/718/148022",4
"hsa05010","Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","16/520","241/4608",0.995335592833047,0.999992071608921,0.999992071608921,"7381/54205/1349/10383/7385/5595/5533/5532/57181/3831/374291/4891/4709/81029/805/6391",16
"hsa04920","Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","1/520","51/4608",0.997849625479473,0.999992071608921,0.999992071608921,"2181",1
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","1/520","51/4608",0.997849625479473,0.999992071608921,0.999992071608921,"5567",1
"hsa04666","Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","2/520","71/4608",0.998068540071703,0.999992071608921,0.999992071608921,"5595/1073",2
"hsa04514","Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecules","2/520","73/4608",0.998446790383172,0.999992071608921,0.999992071608921,"83692/3685",2
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","8/520","163/4608",0.998772671675911,0.999992071608921,0.999992071608921,"596/3454/567/54205/5925/1021/7188/6502",8
"hsa04640","Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","1/520","70/4608",0.999785896595959,0.999992071608921,0.999992071608921,"3590",1
"hsa05017","Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","1/520","97/4608",0.999992071608921,0.999992071608921,0.999992071608921,"54205",1
