"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05017","Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","14/757","79/3121",0.938075505451775,0.999997108517463,0.886609940790827,"8678/5578/55062/10105/5690/5701/7494/292/6667/6095/7416/5715/5682/9698",14
"hsa00280","Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","3/757","23/3121",0.943031556184104,0.999997108517463,0.886609940790827,"1892/4329/217",3
"hsa04340","Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","2/757","17/3121",0.943172448852223,0.999997108517463,0.886609940790827,"5727/1453",2
"hsa00190","Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","12/757","70/3121",0.943525904963636,0.999997108517463,0.886609940790827,"4731/1329/27068/4712/54539/155066/10063/55967/528/533/9377/7388",12
"hsa04910","Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","12/757","70/3121",0.943525904963636,0.999997108517463,0.886609940790827,"5836/79660/868/2203/10211/3098/3101/2889/5605/8569/9470/3099",12
"hsa04728","Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","8/757","51/3121",0.951588837662757,0.999997108517463,0.886609940790827,"9586/2788/5578/5521/54331/2791/5516/1432",8
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","15/757","86/3121",0.951916440912385,0.999997108517463,0.886609940790827,"71/1522/637/4001/1514/8743/10376/3002/1521/5605/1512/7132/7846/356/4000",15
"hsa04218","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","15/757","86/3121",0.951916440912385,0.999997108517463,0.886609940790827,"22800/10111/5534/3133/3135/292/3107/677/5928/5605/7416/1871/1432/4609/7048",15
"hsa00512","Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","1/757","11/3121",0.953179766149095,0.999997108517463,0.886609940790827,"11226",1
"hsa03272",NA,NA,"hsa03272","Virion - Hepatitis viruses","2/757","18/3121",0.954877539590337,0.999997108517463,0.886609940790827,"928/975",2
"hsa04927","Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","2/757","18/3121",0.954877539590337,0.999997108517463,0.886609940790827,"9586/6667",2
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","14/757","82/3121",0.956823805316938,0.999997108517463,0.886609940790827,"6541/4318/9252/5578/4082/5243/7431/5605/9839/1871/7168/4194/4853/4609",14
"hsa04723","Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","9/757","57/3121",0.957252203453096,0.999997108517463,0.886609940790827,"4731/2788/5578/4712/54539/54331/55967/2791/1432",9
"hsa05235","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","9/757","57/3121",0.957252203453096,0.999997108517463,0.886609940790827,"3460/5534/5777/5605/7097/1432/6772/915/919",9
"hsa04725","Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","6/757","42/3121",0.962216446454735,0.999997108517463,0.886609940790827,"9586/2788/5578/3759/54331/2791",6
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","6/757","42/3121",0.962216446454735,0.999997108517463,0.886609940790827,"10928/7039/4089/1871/6772/7048",6
"hsa05031","Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","3/757","25/3121",0.962235071750391,0.999997108517463,0.886609940790827,"9586/5578/5534",3
"hsa04213","Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","4/757","31/3121",0.96315944153808,0.999997108517463,0.886609940790827,"847/3304/3480/3310",4
"hsa00230","Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","8/757","53/3121",0.964201673170473,0.999997108517463,0.886609940790827,"4860/9061/132/4830/6240/3615/2272/84284",8
"hsa05012","Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","27/757","147/3121",0.967506540541465,0.999997108517463,0.886609940790827,"4731/81027/1329/7327/10105/5690/4712/5701/10376/54539/7494/292/7280/9246/120892/7311/9927/55967/7295/7416/22926/5715/7846/9377/5682/11315/7388",27
"hsa04141","Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","19/757","109/3121",0.968232831501989,0.999997108517463,0.886609940790827,"7327/821/23480/6745/22872/267/746/7494/3304/10952/1650/51726/3310/3300/22926/10970/26270/57134/55432",19
"hsa03083","Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","8/757","54/3121",0.969323153693485,0.999997108517463,0.886609940790827,"7027/23466/3720/11335/5928/4149/26053/7874",8
"hsa04962","Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","3/757","26/3121",0.969374455348963,0.999997108517463,0.886609940790827,"9586/84516/8766",3
"hsa04917","Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","4/757","32/3121",0.969614993245855,0.999997108517463,0.886609940790827,"3659/5605/1432/6772",4
"hsa04722","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","12/757","75/3121",0.970663513261875,0.999997108517463,0.886609940790827,"9252/4145/10782/6197/5663/11213/2889/5605/5580/1432/8767/356",12
"hsa04012","Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","6/757","44/3121",0.973124144346645,0.999997108517463,0.886609940790827,"5578/868/7039/5058/5605/4609",6
"hsa04914","Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","6/757","44/3121",0.973124144346645,0.999997108517463,0.886609940790827,"8881/119504/80315/6197/3480/1432",6
"hsa05207","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","12/757","76/3121",0.974416187792205,0.999997108517463,0.886609940790827,"9586/5578/85315/6197/5605/3836/4853/4609/2948/2944/2947/2946",12
"hsa04140","Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","19/757","111/3121",0.974796244767394,0.999997108517463,0.886609940790827,"55578/1612/8678/22800/55062/9342/1514/7311/3480/5605/23001/5516/58528/23604/5580/81671/10241/10645/51100",19
"hsa00310","Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","3/757","27/3121",0.975224559308451,0.999997108517463,0.886609940790827,"1892/64324/217",3
"hsa03020","Genetic Information Processing","Transcription","hsa03020","RNA polymerase","2/757","21/3121",0.977709822164816,0.999997108517463,0.886609940790827,"51082/5439",2
"hsa04934","Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","7/757","51/3121",0.979145542210864,0.999997108517463,0.886609940790827,"9586/51176/6667/5605/6932/1871/1499",7
"hsa04660","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","12/757","78/3121",0.980650678913148,0.999997108517463,0.886609940790827,"868/5058/5534/5777/5521/5605/5516/1432/926/925/915/919",12
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","6/757","46/3121",0.981060267628294,0.999997108517463,0.886609940790827,"4149/3688/1285/1871/2272/4609",6
"hsa05022","Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","45/757","237/3121",0.981648496748732,0.999997108517463,0.886609940790827,"4731/81027/1329/7327/637/847/8678/5578/55062/10105/3553/5690/4712/84516/5534/5701/10376/54539/7494/1536/292/7280/9246/3092/5663/120892/7311/9927/55967/5605/7416/23401/7132/22926/8851/5715/7846/9377/1432/2876/1499/5682/356/11315/7388",45
"hsa04932","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","14/757","89/3121",0.982549034139906,0.999997108517463,0.886609940790827,"4731/1329/637/3553/4712/54539/7494/55967/7132/1050/9377/1432/356/7388",14
"hsa04720","Organismal Systems","Nervous system","hsa04720","Long-term potentiation","4/757","35/3121",0.983198133537388,0.999997108517463,0.886609940790827,"5578/5534/6197/5605",4
"hsa05223","Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","5/757","41/3121",0.983420545788577,0.999997108517463,0.886609940790827,"5578/7039/5605/1871/2272",5
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","6/757","48/3121",0.986767997704273,0.999997108517463,0.886609940790827,"4089/1488/5605/1871/4609/7048",6
"hsa04110","Cellular Processes","Cell growth and death","hsa04110","Cell cycle","13/757","86/3121",0.987042367668479,0.999997108517463,0.886609940790827,"7027/8881/1028/4174/119504/4089/7029/1032/4176/5516/1871/5591/4609",13
"hsa00900","Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","1/757","16/3121",0.988404445927985,0.999997108517463,0.886609940790827,"23590",1
"hsa04211","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","5/757","43/3121",0.988679503564018,0.999997108517463,0.886609940790827,"9586/847/3480/9470/10645",5
"hsa05034","Human Diseases","Substance dependence","hsa05034","Alcoholism","5/757","43/3121",0.988679503564018,0.999997108517463,0.886609940790827,"9586/2788/54331/2791/10645",5
"hsa05016","Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","28/757","162/3121",0.988946162667465,0.999997108517463,0.886609940790827,"4731/81027/1329/9586/8678/55062/10105/5690/4712/84516/5701/10376/54539/292/7280/6667/3092/5439/1211/55967/7416/5715/7846/9377/1175/2876/5682/7388",28
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","17/757","108/3121",0.989425035469889,0.999997108517463,0.886609940790827,"10379/9586/3665/2966/728340/5902/3133/3135/3661/3107/2934/4067/5610/1232/7874/5423/6850",17
"hsa04114","Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","8/757","61/3121",0.990185073396958,0.999997108517463,0.886609940790827,"8881/119504/80315/5534/6197/3480/5516/1432",8
"hsa04071","Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","9/757","67/3121",0.990918227891575,0.999997108517463,0.886609940790827,"637/5578/5521/2207/5605/2768/7132/5516/1432",9
"hsa04923","Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","1/757","17/3121",0.99123144574522,0.999997108517463,0.886609940790827,"5742",1
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","8/757","62/3121",0.991723728537328,0.999997108517463,0.886609940790827,"115650/6351/3553/958/929/4067/7132/6850",8
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","4/757","40/3121",0.993997526637253,0.999997108517463,0.886609940790827,"5578/5605/5580/1432",4
"hsa04120","Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","12/757","88/3121",0.995675514834846,0.999997108517463,0.886609940790827,"7327/8881/23327/868/119504/9246/5371/7320/7311/7328/10055/7325",12
"hsa04935","Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","6/757","55/3121",0.996448531312742,0.999997108517463,0.886609940790827,"9586/5578/51738/5605/1432/6772",6
"hsa00020","Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","1/757","21/3121",0.997135673655739,0.999997108517463,0.886609940790827,"4190",1
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","3/757","37/3121",0.997327397625482,0.999997108517463,0.886609940790827,"637/51246/4194",3
"hsa03018","Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","4/757","44/3121",0.997447170790687,0.999997108517463,0.886609940790827,"5214/3329/115752/2023",4
"hsa03015","Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","6/757","62/3121",0.999119062417839,0.999997108517463,0.886609940790827,"65110/5521/23381/5516/51692/80335",6
"hsa05014","Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","31/757","200/3121",0.999327527288132,0.999997108517463,0.886609940790827,"71/4731/81027/1329/637/23064/847/8678/55062/5690/4712/84516/5534/5701/10376/54539/7494/7280/55967/7416/7132/22926/23636/834/5715/7846/9377/1432/2876/5682/7388",31
"hsa04714","Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","15/757","117/3121",0.999421931296924,0.999997108517463,0.886609940790827,"71/4731/1329/9586/51703/4712/54539/6197/10063/123096/55967/2180/9377/1432/7388",15
"hsa03008","Genetic Information Processing","Translation","hsa03008","Ribosome biogenesis in eukaryotes","3/757","45/3121",0.999593799371523,0.999997108517463,0.886609940790827,"25996/55341/27341",3
"hsa03013","Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","6/757","68/3121",0.999746723780388,0.999997108517463,0.886609940790827,"6612/65110/3842/10073/3836/23636",6
"hsa03040","Genetic Information Processing","Transcription","hsa03040","Spliceosome","10/757","103/3121",0.999963176434548,0.999997108517463,0.886609940790827,"7307/102724594/6431/153527/3304/3310/6434/8683/10929/10946",10
"hsa03082","Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","2/757","56/3121",0.999997108517463,0.999997108517463,0.886609940790827,"71/5928",2
